postid,userid,username,src,views,likes,type,tagged_users,captions,comments_count
3376056526759760943,493525227,loganpaul,https://instagram.fadb6-5.fna.fbcdn.net/v/t51.29350-15/446113991_978686574045106_4822492127586230298_n.jpg?stp=dst-jpg_e35_s1080x1080_tt6&_nc_ht=instagram.fadb6-5.fna.fbcdn.net&_nc_cat=110&_nc_ohc=1X_VaSw-jxUQ7kNvgGSM4KG&_nc_gid=241888e9dd8b4ccb91069d596e61161e&edm=APU89FABAAAA&ccb=7-5&oh=00_AYA5Ei0zicK-imfAvuaZYlRXiDX65nwWF1o7VeEaf8XkNw&oe=67804FC3&_nc_sid=bc0c2c,0,430514,GraphSidecar,wwe,I don’t fw gravity,1852
3375986613173085614,493525227,loganpaul,https://instagram.fadb6-4.fna.fbcdn.net/v/t51.29350-15/446111621_2217248948619576_4305736168087973890_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=instagram.fadb6-4.fna.fbcdn.net&_nc_cat=100&_nc_ohc=yjyqk2Huc6UQ7kNvgE9raOz&_nc_gid=241888e9dd8b4ccb91069d596e61161e&edm=APU89FABAAAA&ccb=7-5&oh=00_AYAlgYJ0_nGqSgcM7t3j-K4PakBYs1_60bEaRAKdrOSqsQ&oe=67805099&_nc_sid=bc0c2c,24027319,1515640,GraphVideo,wwe,Look mom I can fly @drinkprime,5599
3375909231678328415,493525227,loganpaul,https://instagram.fadb6-2.fna.fbcdn.net/v/t51.29350-15/446103694_936932951498223_6544664520693147597_n.jpg?stp=dst-jpg_e35_p1080x1080_tt6&_nc_ht=instagram.fadb6-2.fna.fbcdn.net&_nc_cat=103&_nc_ohc=_zTZDnHcRVoQ7kNvgHIeV0w&_nc_gid=241888e9dd8b4ccb91069d596e61161e&edm=APU89FABAAAA&ccb=7-5&oh=00_AYABgSNMSjFF2SfC1qilCKU8eFh_35HqtLEsrj8H-DtXig&oe=67802434&_nc_sid=bc0c2c,0,175340,GraphSidecar,moreloganpaul,Moments out @wwe,687
3375165363887162550,493525227,loganpaul,https://instagram.fadb6-3.fna.fbcdn.net/v/t51.29350-15/445766947_981086330473674_5620953138784856217_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=instagram.fadb6-3.fna.fbcdn.net&_nc_cat=106&_nc_ohc=Hx4OLnNGcDMQ7kNvgFuey_l&_nc_gid=241888e9dd8b4ccb91069d596e61161e&edm=APU89FABAAAA&ccb=7-5&oh=00_AYD_k8aNMp6IggwfN6fLngwPAhWpf4SwgEroPNrLJ4xOcg&oe=67804947&_nc_sid=bc0c2c,2454641,256732,GraphVideo,,The fall of Ryan Garcia needs to be studied,6968
3374587826839885761,493525227,loganpaul,https://instagram.fadb6-5.fna.fbcdn.net/v/t51.29350-15/445971090_793186492765469_3696526578805390813_n.jpg?stp=dst-jpg_e35_p1080x1080_tt6&_nc_ht=instagram.fadb6-5.fna.fbcdn.net&_nc_cat=105&_nc_ohc=Pq4vGjI1mcYQ7kNvgEb5P8R&_nc_gid=241888e9dd8b4ccb91069d596e61161e&edm=APU89FABAAAA&ccb=7-5&oh=00_AYCIn5-8mrL8cuUjBAO2JtBABi1cDMGSsar1iGRi7buNHg&oe=67803D05&_nc_sid=bc0c2c,0,189872,GraphSidecar,wwe,"BACK IN THE KINGDOM 
FOR THE TITLE
THIS SATURDAY
@WWE",1334
3374464921032267850,493525227,loganpaul,https://instagram.fadb6-2.fna.fbcdn.net/v/t51.29350-15/446101621_1156861878940851_5679126440255960678_n.jpg?stp=dst-jpg_e35_p1080x1080_tt6&_nc_ht=instagram.fadb6-2.fna.fbcdn.net&_nc_cat=103&_nc_ohc=3kF5IDU3-7wQ7kNvgFFkgeY&_nc_gid=241888e9dd8b4ccb91069d596e61161e&edm=APU89FABAAAA&ccb=7-5&oh=00_AYAjzE2-eM2rRPDt3XzBGaobPsWHWWGOZLK_4vuCgWrjeg&oe=67801FA3&_nc_sid=bc0c2c,0,316187,GraphSidecar,,"I’ve had to spend the last couple months dismantling ridiculous claims about @drinkprime, and it’s become obvious…
PRIME is under attack. Why? 

1.) We’re a threat. PRIME is the most disruptive beverage in history and our competitors feel the pressure. It’s likely that we’ve been targeted as the victim of a smear campaign. 

2.) Clout chasers know they can use PRIME’s goodwill for attention & views. 

3.) People don’t like me or KSI. That’s fine. But if you don’t like PRIME, don’t drink it. No need to lie about the facts in an attempt to stay relevant. 

And here are the facts: PRIME Hydration is a better-for-you option with Coconut Water, 800+ mg of Electrolytes, B Vitamins, BCAAs, 25 calories and only 2 grams of sugar.
We adhere to all regulatory bodies.
We use world class facilities.
Our beverage is second to none. 

Today we begin to hold those accountable who’ve damaged our brand for attention while we correct the narrative. We’re here to stay and will continue to change the world of hydration with bold flavors and creative innovation 📈

Stay hydrated, stay healthy, and #drinkprime

(ps - Ryan Garcia thinks the earth is flat) 
(pss - Ryan Garcia tested positive for PEDs)",9242
3372939818412135896,493525227,loganpaul,https://instagram.fadb6-1.fna.fbcdn.net/v/t51.29350-15/445299110_478547077936888_7440877254125087782_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=instagram.fadb6-1.fna.fbcdn.net&_nc_cat=104&_nc_ohc=sGVbv8LgcnUQ7kNvgGVH7Ut&_nc_gid=241888e9dd8b4ccb91069d596e61161e&edm=APU89FABAAAA&ccb=7-5&oh=00_AYAJmR8WFB9IksJuQrtF9C-Pzu4RR5-S4b0iSv9FlfHnaA&oe=67802BD5&_nc_sid=bc0c2c,3978177,349768,GraphVideo,,Instagram Doctor WARNING!!? ⚠️😳,8788
3370780080845017839,493525227,loganpaul,https://instagram.fadb6-5.fna.fbcdn.net/v/t51.29350-15/444661887_874792341122525_4999768787629781829_n.jpg?stp=dst-jpg_e35_p1080x1080_tt6&_nc_ht=instagram.fadb6-5.fna.fbcdn.net&_nc_cat=105&_nc_ohc=usPrHggGUeUQ7kNvgGCUAVM&_nc_gid=241888e9dd8b4ccb91069d596e61161e&edm=APU89FABAAAA&ccb=7-5&oh=00_AYDv2pXFtYmYWxk9lFr9eKVZ6If2Da0kQVWxm6APybFraQ&oe=678050A1&_nc_sid=bc0c2c,0,581586,GraphSidecar,moreloganpaul,with a baby in the belly @ninaagdal,128
3369267518831033602,48770691502,drinkprime,https://instagram.fadb6-1.fna.fbcdn.net/v/t39.30808-6/470681515_18026294624627503_8506952082893002410_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=instagram.fadb6-1.fna.fbcdn.net&_nc_cat=107&_nc_ohc=tNQFA--rk7YQ7kNvgHqvejq&_nc_gid=241888e9dd8b4ccb91069d596e61161e&edm=APU89FAAAAAA&ccb=7-5&oh=00_AYA8mLVB_0ZU02KJqH6ZUFnrb1r0GQlxrObEV3Js1mfQ9Q&oe=6780398F&_nc_sid=bc0c2c,0,871274,GraphSidecar,erling,"The Haaland limited edition bottle #9 
@erling.haaland x @drinkprime",3985
3368603882839891466,48770691502,drinkprime,https://instagram.fadb6-1.fna.fbcdn.net/v/t39.30808-6/471193439_18026294498627503_3888634214857238203_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=instagram.fadb6-1.fna.fbcdn.net&_nc_cat=107&_nc_ohc=HZeWeDuDVWgQ7kNvgFhLdQb&_nc_gid=241888e9dd8b4ccb91069d596e61161e&edm=APU89FAAAAAA&ccb=7-5&oh=00_AYDt5n6aFSsJ0zQ18aFPtaCxgWZ8RUOpX9DiFFC7kd8_rg&oe=67804969&_nc_sid=bc0c2c,0,1524998,GraphSidecar,ishowspeed,PRIME PESO,6455
3535268012370826411,1522837371,jakepaul,https://instagram.fadb6-1.fna.fbcdn.net/v/t51.2885-15/471745170_18511371997021372_7482295091741061337_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=instagram.fadb6-1.fna.fbcdn.net&_nc_cat=104&_nc_ohc=i4Xkwx0X_kEQ7kNvgEC7Rdj&_nc_gid=4c00e8861982491f93f1f39f91815dc1&edm=APU89FABAAAA&ccb=7-5&oh=00_AYD1YqGABfdL0efTMi-hQh-7QhbylJG22QeMfd_eVIh2AQ&oe=67802B1A&_nc_sid=bc0c2c,0,495334,GraphSidecar,netflix,"Recapping 2024 the craziest year of my life:
✅ Fought Mike Tyson 
✅ Became an uncle 
✅ Helped Trump win the most important election 
✅ Drank 100 bottles of wine 
✅ Had the 2 most viewed Instagram reels globally 
✅ Completely tore and sprained my ankle 3 weeks before the Tyson fight 
✅ Still won the fight even tho I couldn’t train 
✅ Knocked out Mike Perry and became the King Of Violence 
✅ Knocked out another pro boxer Ryan Bourland in 1 round 
✅ MVP Most Streamed Sporting Event Ever and MVP Most Watched Women’s Sports Event In US History
✅ Fell more in love with Jutta Mi Amor
✅ Launched My Men’s Care Brand Called W. Broke Walmart Records. Go get some at Walmart ;)
✅ Drank Celsius got energy 
✅ Became A Dog Haus Franchisee And Opened Multiple Locations 
✅ Partnered With Team USA Boxing For The Paris Olympics
✅ Betr Became The Most Followed Sports Betting Brand on Social Media 
✅ Renovated Gyms Across The Country Through My Foundation Boxing Bullies 
✅ Traveled The World With My Best Friends and Thor
✅ Grew Mentally, Spiritually and Emotionally
✅ Had a life time of fun

2025 will be even crazier. Dirk Clap👏🏼 “HERE WE GO”",2290
3534582729268508979,1522837371,jakepaul,https://instagram.fadb6-1.fna.fbcdn.net/v/t51.2885-15/472196313_18511174585021372_4031833423643433669_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=instagram.fadb6-1.fna.fbcdn.net&_nc_cat=1&_nc_ohc=JT5fvto7iEoQ7kNvgFX2ZzK&_nc_gid=4c00e8861982491f93f1f39f91815dc1&edm=APU89FABAAAA&ccb=7-5&oh=00_AYBbRVZ52kb_GNEqo5Dw1-B1UT8BS8rDQFMIlWqsRKioJA&oe=67804BF1&_nc_sid=bc0c2c,0,367098,GraphSidecar,juttaleerdam,Another year around the sun. Happy birthday my mini liefje superstar national champion.🐥💘💫 I love youuu so muchhhhyyy. @juttaleerdam,996
3530234948277792731,1522837371,jakepaul,https://instagram.fadb6-1.fna.fbcdn.net/v/t51.2885-15/471424517_18509974087021372_820028750377389746_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=instagram.fadb6-1.fna.fbcdn.net&_nc_cat=104&_nc_ohc=CmQGThLWlCgQ7kNvgG6h2mK&_nc_gid=4c00e8861982491f93f1f39f91815dc1&edm=APU89FABAAAA&ccb=7-5&oh=00_AYAqWLP7cdL4VlcqGI8veE1EutgJwQCxt9Wqxh-msW1npA&oe=6780381F&_nc_sid=bc0c2c,2403355,185539,GraphVideo,loganpaul,We do our own stunts. Unsuccessfully lol. So grateful for family and fun this Christmas. Never grow up kids. That’s the key. Love you all from the Pauls.,883
3520747489034897224,1522837371,jakepaul,https://instagram.fadb6-1.fna.fbcdn.net/v/t51.2885-15/469972309_18507378604021372_8983500167670923566_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=instagram.fadb6-1.fna.fbcdn.net&_nc_cat=104&_nc_ohc=SGhhYMUPsc8Q7kNvgEKV4Ze&_nc_gid=4c00e8861982491f93f1f39f91815dc1&edm=APU89FABAAAA&ccb=7-5&oh=00_AYBnM_8fbgA5i_1i5o43d6fGUvDBeXrXCA1uCIzPczl8Tw&oe=678038E1&_nc_sid=bc0c2c,0,418184,GraphSidecar,teddyswims,"As-Salaam-Alaikum Abu Dhabi. You were amazing. I will be back @visitabudhabi #InAbuDhabi
.
.
.
.
.
.
.
#ad",1949
3507669499317193000,46040176900,mostvaluablepromotions,https://instagram.fadb6-3.fna.fbcdn.net/v/t51.29350-15/468317840_1281824539487015_8344988550336670847_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=instagram.fadb6-3.fna.fbcdn.net&_nc_cat=111&_nc_ohc=cGgvDEO_d0UQ7kNvgGTffAz&_nc_gid=4c00e8861982491f93f1f39f91815dc1&edm=APU89FABAAAA&ccb=7-5&oh=00_AYCgCJazf-QMduEz5tEjUJh00OOhGVmQnCcD4hc-ypwdFQ&oe=67803962&_nc_sid=bc0c2c,4081359,241396,GraphVideo,netflix,"On Friday, November 15, the most streamed sporting event in history went down live on Netflix thanks to Mike Tyson, Jake Paul, Amanda Serrano & Katie Taylor 
@mostvaluablepromotions 

THANK YOU to everyone who tuned in. 

-
#PaulTyson 
#TaylorSerrano
Friday, November 15th
AT&T Stadium - Arlington, TX
Live on @netflix",6069
3504944480745326051,207587378,netflix,https://instagram.fadb6-5.fna.fbcdn.net/v/t51.29350-15/467532495_578868794625605_1560868030325114055_n.jpg?stp=dst-jpg_e35_s1080x1080_tt6&_nc_ht=instagram.fadb6-5.fna.fbcdn.net&_nc_cat=105&_nc_ohc=Ob2gZRCm0f4Q7kNvgEE5bFt&_nc_gid=4c00e8861982491f93f1f39f91815dc1&edm=APU89FABAAAA&ccb=7-5&oh=00_AYBlTm9fAoMtq-CjAT1aWtBchdRFV3Yduj36HrjaY3Wr-Q&oe=67801FAA&_nc_sid=bc0c2c,0,249960,GraphImage,miketyson,"Jake Paul vs Mike Tyson makes history with over 108 Million LIVE global viewers!

It’s the most-streamed global sporting event ever and Katie Taylor vs Amanda Serrano 2 is the most-watched professional women’s sports event in US history. #paultyson",8909
3502837611724691862,228817698,juttaleerdam,https://instagram.fadb6-2.fna.fbcdn.net/v/t51.2885-15/467334300_18466847233017699_6899898280583373173_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=instagram.fadb6-2.fna.fbcdn.net&_nc_cat=103&_nc_ohc=lzkJEMDjvbUQ7kNvgFIDLbG&_nc_gid=4c00e8861982491f93f1f39f91815dc1&edm=APU89FABAAAA&ccb=7-5&oh=00_AYAys77mGMtgGNZBgJtge5djKZFQE2d4g9oOrLWF_CBTLA&oe=678033B6&_nc_sid=bc0c2c,0,968316,GraphSidecar,jakepaul,Selling out the AT&T stadium and crashing Netflix together with the legend @miketyson. 🩵 You’ve only been doing this sport for a few years and you make the most massive events happen. People can say what they want but they watched it and it broke records. Bigger than the Super Bowl. You keep showing me and the world that dreaming big and manifestation works @jakepaul I’m so proud of you. You inspire me and so many people out there to think big and if you work hard and believe in it then you can make it happen. 🦋🩵,8549
3502705432311660293,1522837371,jakepaul,https://instagram.fadb6-1.fna.fbcdn.net/v/t51.2885-15/467390513_18502566430021372_146863907470023434_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=instagram.fadb6-1.fna.fbcdn.net&_nc_cat=104&_nc_ohc=s2hhJbbP2ucQ7kNvgGgeuyD&_nc_gid=4c00e8861982491f93f1f39f91815dc1&edm=APU89FABAAAA&ccb=7-5&oh=00_AYBeHhG6EpGe52EURyAQJjbJ4Nl2VcZXmrOVoCVxeTSD1A&oe=67802DE6&_nc_sid=bc0c2c,0,1368151,GraphSidecar,miketyson,W.,42298
3502312958937306363,1522837371,jakepaul,https://instagram.fadb6-1.fna.fbcdn.net/v/t51.2885-15/467330776_18502462564021372_4257409249504849198_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=instagram.fadb6-1.fna.fbcdn.net&_nc_cat=104&_nc_ohc=pO8Bs3xFqAgQ7kNvgGf3oM_&_nc_gid=4c00e8861982491f93f1f39f91815dc1&edm=APU89FABAAAA&ccb=7-5&oh=00_AYCxJEd6dN3Y-h-hDnCZFPTMaL4u4MpxHXvagoKTIAfE9w&oe=67802135&_nc_sid=bc0c2c,122169004,3642743,GraphVideo,juttaleerdam,Live on Netflix.,86432
3502136572936530259,207587378,netflix,https://instagram.fadb6-1.fna.fbcdn.net/v/t51.2885-15/467360526_18495456391035379_9033979316189053913_n.jpg?stp=dst-jpg_e15_fr_p1080x1080_tt6&_nc_ht=instagram.fadb6-1.fna.fbcdn.net&_nc_cat=107&_nc_ohc=hDaMYG0Z17cQ7kNvgGw25SG&_nc_gid=4c00e8861982491f93f1f39f91815dc1&edm=APU89FABAAAA&ccb=7-5&oh=00_AYAoOYsNzZkwZ4THZts33gAWOs5B3KpkyPtT65ZEvBv0vg&oe=67804A61&_nc_sid=bc0c2c,7931604,205679,GraphVideo,jakepaul,"funny marco 👀 jake paul

TONIGHT! JAKE PAUL vs. MIKE TYSON is LIVE on netflix at 8pm ET | 5pm PT",4658
3502038585002328702,1522837371,jakepaul,https://instagram.fadb6-1.fna.fbcdn.net/v/t51.2885-15/466981506_18502388017021372_2059448312161148538_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=instagram.fadb6-1.fna.fbcdn.net&_nc_cat=104&_nc_ohc=UFxV1yxko-kQ7kNvgH0vPN8&_nc_gid=4c00e8861982491f93f1f39f91815dc1&edm=APU89FABAAAA&ccb=7-5&oh=00_AYBl85_eB5bnexdb13Ek6RajqOydBrtnODN2RK6Bc1E_FA&oe=67803EF2&_nc_sid=bc0c2c,0,546653,GraphImage,,"They can’t stop you kid. You’d be so proud of where we are. You always wanted to be an athlete on the biggest stages and playing in the biggest moments. You did it kid. You did it. Nobody ever had to believe in you because all it took was you. Tonight we show the world what we’re made of. Tonight we show everyone else that all it takes is a dream, belief, and unwavering commitment. Tonight we arrive home. Tonight we come alive. GOD DID.",8933
3501510074226304008,1522837371,jakepaul,https://instagram.fadb6-1.fna.fbcdn.net/v/t51.2885-15/466920960_18502249069021372_904158766665170107_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=instagram.fadb6-1.fna.fbcdn.net&_nc_cat=104&_nc_ohc=OUZIaH52n-kQ7kNvgE-kVS5&_nc_gid=4c00e8861982491f93f1f39f91815dc1&edm=APU89FABAAAA&ccb=7-5&oh=00_AYBplib2g3rHzdLvpbZzHBjyYe38myW7qHTlOvygjQ5KEQ&oe=67803875&_nc_sid=bc0c2c,77095830,4544812,GraphVideo,mostvaluablepromotions,@miketyson is this my Chris Rock moment?,52630
3501314561493882599,18848562,miketyson,https://instagram.fadb6-3.fna.fbcdn.net/v/t51.2885-15/467005392_18489870946032563_4351460403799665864_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=instagram.fadb6-3.fna.fbcdn.net&_nc_cat=111&_nc_ohc=kpuXX-dTubEQ7kNvgEGNyec&_nc_gid=a16480a814ef4a28a4692467a3b2cca5&edm=APU89FABAAAA&ccb=7-5&oh=00_AYBtNiDxqTLa-d8Pr3G4OpDPnKScI7-6XNv69X02NeV7BA&oe=67801A3C&_nc_sid=bc0c2c,0,2011908,GraphImage,jakepaul,"Tomorrow can’t come soon enough
#PaulTyson

Go to SeatGeek.com

@netflix 
@mostvaluablepromotions",13701
3501286695192915461,46040176900,mostvaluablepromotions,https://instagram.fadb6-4.fna.fbcdn.net/v/t51.2885-15/466979792_18027302912528901_7226113119870477597_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=instagram.fadb6-4.fna.fbcdn.net&_nc_cat=109&_nc_ohc=ibEzmKJO9CIQ7kNvgEIWgti&_nc_gid=a16480a814ef4a28a4692467a3b2cca5&edm=APU89FABAAAA&ccb=7-5&oh=00_AYCq081hmN3TJBHB7lT_DiAL7ccrYhp8QEGKMfIOsBn_EQ&oe=67804EC7&_nc_sid=bc0c2c,0,321652,GraphImage,jakepaul,"The biggest fight ever is official 
The Problem Child, Jake “El Gallo” Paul

#PaulTyson",3096
3500628842878655736,241970732,celsiusofficial,https://instagram.fadb6-4.fna.fbcdn.net/v/t51.29350-15/466846225_1381838976110244_5028138998115378327_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=instagram.fadb6-4.fna.fbcdn.net&_nc_cat=100&_nc_ohc=iQTYDcZuz78Q7kNvgFdiW7K&_nc_gid=a16480a814ef4a28a4692467a3b2cca5&edm=APU89FABAAAA&ccb=7-5&oh=00_AYDy36e0_EW0-GD1Qxvc8NKN-vJGlKm3EtU81uBkltoJKQ&oe=6780472C&_nc_sid=bc0c2c,8142178,152410,GraphVideo,jakepaul,"The Problem Child is gearing up for the main event we’ve all been waiting for⚡You won’t want to miss this, tune in live Friday on @netflix at 8 PM EST 🥊
 
#CELSIUS #CELSIUSLiveFit #JakePaul #PaulTyson #TheProblemChild #FightNight",1739
3500605520971762711,18848562,miketyson,https://instagram.fadb6-3.fna.fbcdn.net/v/t51.2885-15/466745160_18489674680032563_2873656279045915648_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=instagram.fadb6-3.fna.fbcdn.net&_nc_cat=111&_nc_ohc=PGzjnne8Dq0Q7kNvgHS19SB&_nc_gid=a16480a814ef4a28a4692467a3b2cca5&edm=APU89FABAAAA&ccb=7-5&oh=00_AYDCvAAhVDaVac9pnif2hwGKyE_ESd4eFdattvqp8TsAgA&oe=67804FBE&_nc_sid=bc0c2c,0,1154072,GraphImage,jakepaul,"Only 2 days left

Go to SeatGeek.com 

#PaulTyson 
@netflix 
@mostvaluablepromotions",6740
3500027134585792033,1522837371,jakepaul,https://instagram.fadb6-1.fna.fbcdn.net/v/t51.2885-15/466923458_18501864406021372_7046934269920555768_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=instagram.fadb6-1.fna.fbcdn.net&_nc_cat=104&_nc_ohc=Z1ZwpuPSKOsQ7kNvgH9KDn9&_nc_gid=a16480a814ef4a28a4692467a3b2cca5&edm=APU89FABAAAA&ccb=7-5&oh=00_AYDhUkI-ck7GWQ0g1AiocNPn1CWCWUi0wfJr66tvrkx0-w&oe=6780484A&_nc_sid=bc0c2c,13106858,695915,GraphVideo,,EL GALLLOOOOOO. Open workout ready. 🐓🐔🐓,13227
3499884864986382570,1522837371,jakepaul,https://instagram.fadb6-1.fna.fbcdn.net/v/t51.2885-15/466845403_18501829120021372_1263623574167483611_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=instagram.fadb6-1.fna.fbcdn.net&_nc_cat=104&_nc_ohc=0jj_VbdoMPsQ7kNvgEj996W&_nc_gid=a16480a814ef4a28a4692467a3b2cca5&edm=APU89FABAAAA&ccb=7-5&oh=00_AYCWexAcE9CazMefIKdg-Wq-50KrTCDxjRJgHv6EyhCoLA&oe=678020F5&_nc_sid=bc0c2c,0,453679,GraphSidecar,mostvaluablepromotions,"Like Mike. 3 Days.

#PaulTyson",3041
3499744038393220687,18848562,miketyson,https://instagram.fadb6-3.fna.fbcdn.net/v/t51.2885-15/466970035_18489426763032563_6123416676215783639_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=instagram.fadb6-3.fna.fbcdn.net&_nc_cat=111&_nc_ohc=EweDf1DnT1QQ7kNvgH4AQrv&_nc_gid=a16480a814ef4a28a4692467a3b2cca5&edm=APU89FABAAAA&ccb=7-5&oh=00_AYAKx89Z5rKNCZOmeGm0pAg7uM_50QGNC_sXKunHNidUeg&oe=67802C6E&_nc_sid=bc0c2c,0,979711,GraphImage,jakepaul,"Just 3 Days left

@netflix 
@mostvaluablepromotions 
#paultyson",5929
3499095372637624612,1522837371,jakepaul,https://instagram.fadb6-1.fna.fbcdn.net/v/t51.2885-15/466376250_18501627037021372_2649919582367723485_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=instagram.fadb6-1.fna.fbcdn.net&_nc_cat=104&_nc_ohc=kO5I3zDAleIQ7kNvgEWAPGR&_nc_gid=a16480a814ef4a28a4692467a3b2cca5&edm=APU89FABAAAA&ccb=7-5&oh=00_AYASOZH9j8tdXZqolsuElHiWNE_L-Bkzfk2g1lpEVpnznQ&oe=67804C1F&_nc_sid=bc0c2c,0,552380,GraphSidecar,arcangel,"Meet the W team. 4 days until I get the W on Netflix… but you can go get W now at Walmart in the naturals aisle! The best smelling vitamin infused men’s care products made without parabens, phthalates, artificial dyes and harsh sulfates. Unlike the competitors. We different⚡️",1811
3497636760899637857,1522837371,jakepaul,https://instagram.fadb6-1.fna.fbcdn.net/v/t51.2885-15/465932194_18501231067021372_8473948106434949453_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=instagram.fadb6-1.fna.fbcdn.net&_nc_cat=104&_nc_ohc=sdUfXYmS3DcQ7kNvgFQcmUl&_nc_gid=a16480a814ef4a28a4692467a3b2cca5&edm=APU89FABAAAA&ccb=7-5&oh=00_AYDyTPQlOn5hK9Lp-K_NgcmckHjB2VXZCxeoXAFuxOgQ2A&oe=67802074&_nc_sid=bc0c2c,84609941,3811220,GraphVideo,,"When you know you know. 6 days Dallas. @mostvaluablepromotions @yourfavoritecolortheband

#PaulTyson this Friday on Netflix",137925
3496872348224042127,1522837371,jakepaul,https://instagram.fadb6-1.fna.fbcdn.net/v/t51.2885-15/465947591_18501024220021372_973290740875087100_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=instagram.fadb6-1.fna.fbcdn.net&_nc_cat=104&_nc_ohc=OW2vdBJzPgYQ7kNvgGKbAAp&_nc_gid=a16480a814ef4a28a4692467a3b2cca5&edm=APU89FABAAAA&ccb=7-5&oh=00_AYDlQm-PhMPp_X0_dXJ0VNB9L4KeRHn20E6scaWoD3h8ww&oe=67803D29&_nc_sid=bc0c2c,8388779,411083,GraphVideo,mostvaluablepromotions,7 DAYS⚡️,6982
3496867287292257515,18848562,miketyson,https://instagram.fadb6-3.fna.fbcdn.net/v/t51.2885-15/465477215_18488600860032563_8244584814550210751_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=instagram.fadb6-3.fna.fbcdn.net&_nc_cat=111&_nc_ohc=sBsXlL7Z8eQQ7kNvgGTHs9D&_nc_gid=a16480a814ef4a28a4692467a3b2cca5&edm=APU89FABAAAA&ccb=7-5&oh=00_AYAHqfsH91MjT94H6rR-loeAy6wOrZ2YXe0Oy7MZliRzQA&oe=67803CC1&_nc_sid=bc0c2c,0,985523,GraphSidecar,jakepaul,"7 days left until he gets slept 

From Dallas, Texas. Live on Netflix globally 

#PaulTyson
@mostvaluablepromotions
@netflix",4384
3493347039251922944,1522837371,jakepaul,https://instagram.fadb6-1.fna.fbcdn.net/v/t51.2885-15/465256623_18500082445021372_7734275354738098836_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=instagram.fadb6-1.fna.fbcdn.net&_nc_cat=104&_nc_ohc=6JMRuHaGlRAQ7kNvgHTCaoz&_nc_gid=a16480a814ef4a28a4692467a3b2cca5&edm=APU89FABAAAA&ccb=7-5&oh=00_AYD4jgdehnEBYz5OI8HcJPJIoqSH28DzP-DDDeQt6phSYw&oe=67802097&_nc_sid=bc0c2c,2350726,96914,GraphVideo,netflix,"The Gods always knew
12 days to destiny

3.5 years ago my team laughed at my idea to fight Mike Tyson. My own coach told me I had no chance to beat the man. They say impossible, I say let’s find out.

#PaulTyson @mostvaluablepromotions 

Ticket link in bio",1167
3492503735534812262,1522837371,jakepaul,https://instagram.fadb6-1.fna.fbcdn.net/v/t51.2885-15/465198717_18499817059021372_9101046440229101935_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=instagram.fadb6-1.fna.fbcdn.net&_nc_cat=104&_nc_ohc=hFGZctOI1l0Q7kNvgG0af5y&_nc_gid=19ec2b29312343daa07b741163396c36&edm=APU89FABAAAA&ccb=7-5&oh=00_AYBrjw38cV49LgP_a3WiqY0Ix6wAdnb8RLhFEPx-FR_VDg&oe=67804A55&_nc_sid=bc0c2c,56020605,2218846,GraphVideo,celsiusofficial,"13 days until I fix Mike’s sleep schedule. Live on Netflix. 

#CELSIUSBrandPartner #CELSIUSLiveFit",31068
